,word,count
377,ahuehuete,15
378,viola,15
379,ganar,15
380,presidencia?,15
381,inche,15
382,árbol,15
383,bajo,15
384,sirve,15
385,datos,15
386,cabeza,15
387,familia,15
388,mueren,15
389,llama,15
390,medios,14
391,algunas,14
392,cuál,14
393,morir,14
394,eficaz,14
395,doctor,14
396,nosotros,14
397,decía,14
398,papá,14
399,tema,14
400,diario,14
401,siento,14
402,razón,14
403,estaban,14
404,personal,14
405,habla,14
406,víctimas,14
407,quién,14
408,época,14
409,cuidado,14
410,tenían,14
411,@martinvizcarrac,14
412,obvio,14
413,acceso,14
414,deuda,14
415,twitter,14
416,punto,14
417,embargo,14
418,¿para,14
419,azul,14
420,fuera,14
421,entrar,14
422,cara,14
423,serio,14
424,naturaleza,14
425,negocio,14
426,nuestra,14
427,decían,14
428,historia,14
429,control.,14
430,cuidar.,14
431,vitamina,14
432,leche,14
433,sars-cov-2,14
434,usa.,14
435,humanidad,14
436,@drchavezdiaz,14
437,público,13
438,secundarios,13
439,pude,13
440,hambre,13
441,derecho,13
442,hacerlo,13
443,ignorancia,13
444,#secretaríadeprensa,13
445,diabetes,13
446,dónde,13
447,investigadores,13
448,pongan,13
449,contagios,13
450,cobran,13
451,crisis,13
452,muerto,13
453,paciente,13
454,remdesivir,13
455,rápidas,13
456,segura,13
457,post,13
458,china,13
459,nada.,13
460,autoriza,13
461,ponen,13
462,@diegoacuoficial,13
463,trata,13
464,mayores,13
465,podía,13
466,pienso,13
467,cerveza,13
468,facial,13
469,@lopezobrador_,13
470,afirma,13
471,secuelas,13
472,largo,13
473,poner,13
474,hora,13
475,educación,13
476,conserva,13
477,desarrollan,13
478,toma,12
479,mañana,12
480,@deusvul94229466,12
481,comprar,12
482,común,12
483,sale,12
484,sean,12
485,llevo,12
486,baja,12
487,sanitarios,12
488,manejo,12
489,medicamento.,12
490,piel,12
491,ellas,12
492,usando,12
493,informe,12
494,fuerte,12
495,méxico,12
496,tantos,12
497,mundo.,12
498,cuanto,12
499,vacunarse,12
500,sirven,12
501,negó,12
502,dólares,12
503,médica,12
504,ponerse,12
505,hijos,12
506,mala,12
507,varias,12
508,órganos,12
509,sanidad,12
510,necesarias,12
511,deje,12
512,cuesta,12
513,recuerdo,12
514,experiencia,12
515,gusta,12
516,apoyo,12
517,pregunta,12
518,amiga,12
519,libertad,12
520,llevar,12
521,cloro.,12
522,cancer,12
523,objetivo,12
524,plan,12
525,respiratorio,12
526,#longcovid,12
527,fiebre,12
528,@rsuncion54,12
529,recomienda,12
530,evidencia,12
531,dias,12
532,20:00,12
533,2022,12
534,necesita,12
535,@ministeriosalud,12
536,estados,12
537,adultos,12
538,aquellos,12
539,pobre,12
540,servicios,11
541,línea,11
542,kits,11
543,dormir,11
544,corona.,11
545,consulta,11
546,medida,11
547,centros,11
548,pobres,11
549,farmacias,11
550,afecta,11
551,duda,11
552,ivermectina...,11
553,digo,11
554,debido,11
555,familiares,11
556,salvar,11
557,idea,11
558,necesito,11
559,acuerdo,11
560,habrá,11
561,visto,11
562,vacunados,11
563,dose,11
564,cubrebocas,11
565,nacional,11
566,aprobó,11
567,siquiera,11
568,todavía,11
569,esperar,11
570,pelo,11
571,productos,11
572,hilo,11
573,sabes,11
574,rico,11
575,tanta,11
576,vivir,11
577,madrid,11
578,transporte,11
579,matar,11
580,petición!,11
581,hacia,11
582,(que,11
583,mierda,11
584,última,11
585,¿qué,11
586,ciudadanos,11
587,recomiendo,11
588,#21nov,11
589,llegar,11
590,plata,11
591,dando,11
592,amigos,11
593,unidos,11
594,enero,11
595,finalmente,11
596,curó,11
597,azitromicina,11
598,willax,11
599,rifada,11
600,manifestación,11
601,humanista:,11
602,sáb19/nov,11
603,ingresa:,11
604,06:00,11
605,03:00,11
606,08:00,11
607,18:00,11
608,09:00,11
609,10:00,11
610,21:00,11
611,11:00,11
612,22:00,11
613,chil,11
614,noexiste,11
615,fentanilo,11
616,¿una,11
617,miedo,10
618,gratis,10
619,hombre,10
620,primer,10
621,pensar,10
622,vacunas?,10
623,protección,10
624,haga,10
625,clases,10
626,jamás,10
627,pensando,10
628,estuve,10
629,general,10
630,jajaja,10
631,positivos,10
632,todo.,10
633,protocolos,10
634,vacunas.,10
635,pone,10
636,sentido,10
637,@beatriztalegon,10
638,leve,10
639,creen,10
640,chile,10
641,viruela,10
642,servicio,10
643,manos,10
644,posibles,10
645,estás,10
646,malestar,10
647,canal,10
648,ciencia,10
649,diciendo,10
650,gobiernos,10
651,intravenosa,10
652,mentira,10
653,realidad,10
654,vivo,10
655,cita,10
656,hemos,10
657,pueblo,10
658,¡firma,10
659,inicio,10
660,mejorar,10
661,enfermo,10
662,habían,10
663,vida.,10
664,cuales,10
665,maestros,10
666,debo,10
667,próxima,10
668,empresa,10
669,protocolo,10
670,mantener,10
671,tomo,10
672,celeste,10
673,mejores,10
674,propagación,10
675,monopolio,10
676,falsos,10
677,#tamizajecomunitario,10
678,niña,10
679,entender,10
680,#coronacapital22,10
681,miseria,10
682,pastillas,10
683,quinta,10
684,mandan,10
685,nuestras,10
686,intentó,10
687,drogas?,10
688,sabemos,9
689,pocos,9
690,cuentas,9
691,simple,9
692,grafeno,9
693,puta,9
694,murió,9
695,navidad,9
696,pedir,9
697,animales,9
698,buenas,9
699,padres,9
700,@nayibbukele,9
701,factores,9
702,atender,9
703,hacerse,9
704,santo,9
705,golpe,9
706,europea,9
707,oportuno,9
708,pase,9
709,vacunado,9
710,pura,9
711,@doctormacias,9
712,puso,9
713,absurdo,9
714,experimentales,9
715,diga,9
716,totalmente,9
717,riesgos,9
718,detectar,9
719,más.,9
720,tuvimos,9
721,#pandemia,9
722,suerte,9
723,realmente,9
724,proceso,9
725,@idiazayuso,9
726,ministra,9
727,sanitaria,9
728,economía,9
729,darle,9
730,recursos,9
731,sola,9
732,humanos,9
733,indo,9
734,segundo,9
735,empecé,9
736,opción,9
737,qué?,9
738,mujer,9
739,disponible,9
740,administración,9
741,efecto,9
742,viene,9
743,políticos,9
744,ayuso,9
745,pudo,9
746,tenia,9
747,feliz,9
748,profesionales,9
749,completo,9
750,juntos,9
751,mental,9
752,opciones,9
753,#covid_19,9
754,enferma,9
755,trabajar,9
756,domingo,9
757,calle,9
758,venezuela,9
759,rato,9
760,disculpa,9
761,viral,9
762,acudir,9
763,dejó,9
764,bioseguridad,9
765,#juventuduniversitaria,9
766,tuvieron,9
767,dije,9
768,laboratorio,9
769,comunidad,9
770,eficacia,9
771,leer,9
772,diagnosticar,9
773,volver,9
774,beneficios,9
775,llega,9
776,aquella,9
777,sigo?,9
778,probablemente,9
779,consecuencias,9
780,juego,9
781,psiquiátrico,9
782,fuerza,9
783,manda,9
784,@ponchomuralles,9
785,@juank23_7,9
786,maga,9
787,chiquito,9
788,detrimento,9
789,tiranos,9
790,ruso,9
791,norcoreano,9
792,chinos.,9
793,enfermó,9
794,regeneron,9
795,“cura,9
796,milagrosa”,9
797,2021.,9
798,precio,8
799,social,8
800,científico,8
801,contagiados,8
802,ningun,8
803,muriendo,8
804,negligencia,8
805,@franalabi.,8
806,mucho.,8
807,ingreso,8
808,loco,8
809,hablando,8
810,gente.,8
811,bien.,8
812,parecer,8
813,ademas,8
814,triste,8
815,siguiente,8
816,contrario,8
817,horrible,8
818,long,8
819,análisis,8
820,pobreza,8
821,tapabocas,8
822,camas,8
823,seguimiento,8
824,excelente,8
825,edad,8
826,ciudad,8
827,derechos,8
828,vete,8
829,temprano,8
830,tomé,8
831,@buenrolloreturn,8
832,teniendo,8
833,teletrabajo,8
834,@lximenezfyvie,8
835,aumenta,8
836,desarrollar,8
837,verde,8
838,veneno,8
839,junto,8
840,dioxido,8
841,pusieron,8
842,sector,8
843,formas,8
844,marcha,8
845,conozco,8
846,cantidad,8
847,puse,8
848,inmunidad,8
849,odio,8
850,mano,8
851,nombre,8
852,doctores,8
853,ello,8
854,gravedad,8
855,grandes,8
856,cualquiera,8
857,mortalidad,8
858,minutos,8
859,fecha,8
860,boletos,8
861,toca,8
862,@willaxtv,8
863,pichi,8
864,herramientas,8
865,podemos,8
866,suficiente,8
867,años.,8
868,cabello,8
869,sincitial,8
870,vender,8
871,compraron,8
872,banda,8
873,eliminar,8
874,imagino,8
875,investigación,8
876,zona,8
877,tomara,8
878,recuperadas,8
879,resultado,8
880,congreso,8
881,días.,8
882,dentro,8
883,@m_ebrard,8
884,sexta,8
885,mira,8
886,super,8
887,acuerdan,8
888,nota,8
889,respeto,8
890,fase,8
891,encuentran,8
892,millón,8
893,pesar,8
894,quería,8
895,ambos,8
896,solicitamos,8
897,suspenda,8
898,antígeno,8
899,conocimiento,8
900,duelo,8
901,solange,8
902,cruzar;,8
903,vacuna!,8
904,desloman,8
905,respuesta,8
906,caída,8
907,aglomeraciones,8
908,https://t.co/4bc5xbquou,8
909,mecanismo,7
910,oncológico,7
911,necesitamos,7
912,defensas,7
913,diferencia,7
914,meses.,7
915,habría,7
916,podido,7
917,sois,7
918,empresas,7
919,porqué,7
920,proteína,7
921,basta,7
922,medico,7
923,comida,7
924,¿cómo,7
925,¿por,7
926,demasiado,7
927,puerta,7
928,mascarilla.,7
929,molnupiravir,7
930,simplemente,7
931,respiratorias,7
932,llevan,7
933,humano,7
934,ancianos,7
935,#esclaudia,7
936,@jorge06266221,7
937,resulta,7
938,real,7
939,confirmaron,7
940,método,7
941,actual,7
942,propia,7
943,hola,7
944,cuidarte,7
945,necesitan,7
946,mal.,7
947,mentiras,7
948,dejo,7
949,"covid""",7
950,temperatura,7
951,mandaron,7
952,josé,7
953,ibuprofeno,7
954,busca,7
955,clase,7
956,perdido,7
957,informes,7
958,efectivo,7
959,hacer.,7
960,pfizer.,7
961,cerebro,7
962,apoya,7
963,fruta,7
964,redes,7
965,vigilancia,7
966,@luis13104072,7
967,@chrisregulus1,7
968,@mortdemor,7
969,muestras,7
970,precauciones.,7
971,informó,7
972,probado,7
973,futuro,7
974,sigo,7
975,compra,7
976,tengas,7
977,base,7
978,color,7
979,reciben,7
980,funcionarios,7
981,libro,7
982,miserable,7
983,estábamos,7
984,remédio,7
985,alimentos,7
986,últimos,7
987,consumo,7
988,digan,7
989,variantes,7
990,complicaciones,7
991,negar,7
992,grupo,7
993,respiratorios,7
994,complejo,7
995,culo.,7
996,exceso,7
997,recibieron,7
998,líquido,7
999,teve,7
1000,#virus,7
1001,@eldiarioes,7
1002,móvil,7
1003,100%,7
1004,adecuado,7
1005,respiratoria,7
1006,cuántos,7
1007,tantas,7
1008,piden,7
1009,importancia,7
1010,promocionaba,7
1011,anda,7
1012,venta,7
1013,aparte,7
1014,pasando,7
1015,libre,7
1016,excusa,7
1017,contagió,7
1018,sabían,7
1019,música,7
1020,calidad,7
1021,cuidamos,7
1022,mamá,7
1023,obliga,7
1024,clínicos,7
1025,saliendo,7
1026,diferentes,7
1027,ventilación,7
1028,ejercicio,7
1029,antivirales,7
1030,vías,7
1031,iglesias,7
1032,terapias,7
1033,receta,7
1034,genera,7
1035,respiradores,7
1036,quizá,7
1037,clínico,7
1038,fiesta,7
1039,regresar,7
1040,creyendo,7
1041,amigo,7
1042,juicio,7
1043,raro,7
1044,batalla,7
1045,cercano,7
1046,diciembre,7
1047,sitios,7
1048,llegó,7
1049,uber,7
1050,boca,7
1051,entrevista,7
1052,alto,7
1053,sabiendo,7
1054,experimentos,7
1055,eso.,7
1056,recibiendo,7
1057,contar,7
1058,quita,7
1059,mascara,7
1060,quizás,7
1061,recuperación,7
1062,sea.,7
1063,gestión,7
1064,sirve.,7
1065,acabo,7
1066,salvadoreña,7
1067,#covid19:,7
1068,complementarios;,7
1069,"molnupiravir""",7
1070,detección,7
1071,llaman,7
1072,@dayanam88441042,7
1073,bronquiolitis,6
1074,ocurre,6
1075,efectiva,6
1076,partes,6
1077,provoca,6
1078,trabaja,6
1079,estan,6
1080,colombia,6
1081,familias,6
1082,consejo,6
1083,programa,6
1084,recibió,6
1085,allí,6
1086,dejé,6
1087,quedé,6
1088,jesucristo,6
1089,celestial,6
1090,envíen,6
1091,espíritu,6
1092,#vacunacovid19,6
1093,siempre.,6
1094,defender,6
1095,resfriado,6
1096,correcto,6
1097,constante,6
1098,crecimiento,6
1099,vacunación.,6
1100,anunció,6
1101,buscando,6
1102,quedó,6
1103,viva,6
1104,políticas,6
1105,comenzó,6
1106,caballos,6
1107,👉parte,6
1108,registraron,6
1109,sisa,6
1110,ahorita,6
1111,múltiples,6
1112,razones,6
1113,necesidad,6
1114,alternativas,6
1115,obtener,6
1116,suena,6
1117,tocó,6
1118,actualmente,6
1119,causas,6
1120,argentina,6
1121,verdad.,6
1122,cuadro,6
1123,pagar,6
1124,perdí,6
1125,sabor,6
1126,pequeños,6
1127,conviene,6
1128,derecha,6
1129,podrá,6
1130,lugares,6
1131,fácil,6
1132,#coronavirus,6
1133,olvida,6
1134,cuarta,6
1135,temazcal,6
1136,"""águilas""",6
1137,beneficios:,6
1138,desintoxica,6
1139,equilibra,6
1140,emociones,6
1141,espíritu.,6
1142,domingos,6
1143,$250,6
1144,p/p.,6
1145,(incluye,6
1146,bebida),6
1147,reservaciones:,6
1148,552218-0023,6
1149,551838-7434,6
1150,previene,6
1151,distribución,6
1152,firma,6
1153,@omneco,6
1154,obviamente,6
1155,covid19.,6
1156,higiene,6
1157,efectividad,6
1158,comercialización,6
1159,cuello,6
1160,asunto,6
1161,queremos,6
1162,mono,6
1163,biden,6
1164,creado,6
1165,especialmente,6
1166,perro,6
1167,tasa,6
1168,@ivanale98358888,6
1169,@danielecidi,6
1170,@xaybertek,6
1171,@elgatomimo,6
1172,@84diegoqm,6
1173,@amvtw,6
1174,@glopllu69,6
1175,@no_se_alquila,6
1176,@aliciacgviolin,6
1177,@sirkioso,6
1178,@samuel13004969,6
1179,@pcomentator,6
1180,@jon_tr1ste,6
1181,@paula13vega,6
1182,@hondontown,6
1183,@miacat47,6
1184,@borregounadeca,6
1185,@leilaylab,6
1186,@morfomanolo,6
1187,@cafeygrafeno,6
1188,@pabloalonsorui2,6
1189,@ashgam666,6
1190,@jesus_colega_,6
1191,@farmafilico,6
1192,@mirambella,6
1193,@sdesanty,6
1194,@leklaial,6
1195,@elrecogelatas,6
1196,@anorcr1,6
1197,@ai2bo4,6
1198,@anacabrera81200,6
1199,@twitterespana,6
1200,ómicron,6
1201,salva,6
1202,notifica,6
1203,formato,6
1204,línea:,6
1205,e-reporting,6
1206,súper,6
1207,pronto,6
1208,minsa,6
1209,despues,6
1210,jaja,6
1211,malas,6
1212,estando,6
1213,adentro,6
1214,resultados,6
1215,muestra,6
1216,patente,6
1217,tocilizumab,6
1218,puedan,6
1219,bailar,6
1220,respecto,6
1221,cinco,6
1222,justo,6
1223,tarde,6
1224,menor,6
1225,salió,6
1226,quitar,6
1227,oral,6
1228,drogas,6
1229,eeuu,6
1230,secundario,6
1231,tiempos,6
1232,covid...,6
1233,seguimos,6
1234,iniciar,6
1235,usan,6
1236,podrían,6
1237,celebrar,6
1238,crimen,6
1239,cáncer.,6
1240,usado,6
1241,fármaco,6
1242,gripe.,6
1243,inmune,6
1244,lejía,6
1245,fundamental,6
1246,vive,6
1247,puesta,6
1248,trabajadores,6
1249,niño,6
1250,cuento,6
1251,vacunar,6
1252,encontró,6
1253,poca,6
1254,barrio,6
1255,@sexyflabia,6
1256,salí,6
1257,@minsaludcol,6
1258,incluyen,6
1259,noticias,6
1260,hagan,6
1261,funcionaba,6
1262,mexicano,6
1263,paxlovid:,6
1264,aprova,6
1265,cafe,6
1266,imposible,6
1267,pollo,6
1268,ensayos,6
1269,(para,6
1270,barato,6
1271,tomamos,6
1272,plandemia,6
1273,ataca,6
1274,prohibió,6
1275,hermana,6
1276,positiva,6
1277,asociado,6
1278,@devi97101665,6
1279,importa,6
1280,saturación,6
1281,adelante,6
1282,sanitarias,6
1283,número,6
1284,líderes,6
1285,aglomeración,6
1286,#somosgarantesdepaz,6
1287,meter,6
1288,equipo,6
1289,lindo,6
1290,podían,6
1291,vidas.,6
1292,acerca,6
1293,peso,6
1294,equipos,6
1295,todos.,6
1296,alerta,6
1297,ensayo,6
1298,extraño,6
1299,contagios.,6
1300,total,6
1301,concurridos,6
1302,casa.,6
1303,supuesta,6
1304,tomen,6
1305,violencia,6
1306,cerca,6
1307,reacción,6
1308,darles,6
1309,obligar,6
1310,pico,6
1311,lograr,6
1312,evidente,6
1313,sanitario,6
1314,imprescindible,6
1315,posibilidad,6
1316,contagiando,6
1317,capital.,6
1318,a@su,6
1319,potable,6
1320,porq,6
1321,sano,6
1322,intentar,6
1323,ahora.,6
1324,#mardelplata,6
1325,luis,6
1326,medidas.,6
1327,solución,6
1328,pidiendo,6
1329,llamar,6
1330,comunico,6
1331,kubo,6
1332,correspondiente,6
1333,furukawa,6
1334,perfil,6
1335,sida,6
1336,plaquetas,6
1337,eficaces,6
1338,difícil,6
1339,rutas,6
1340,confirmados,6
1341,beneficio,6
1342,pensaba,6
1343,apenas,6
1344,niñas,6
1345,persistente,6
1346,soles,6
1347,echaron,6
1348,estuvo,6
1349,lópez,6
1350,2021,6
1351,viernes,6
1352,ridiculo,6
1353,sociedad.,6
1354,refuerzo,6
1355,traje,6
1356,fueron.,6
1357,adicta,6
1358,violenta,6
1359,caretea,6
1360,repudia,6
1361,sicariato,6
1362,dió.,6
1363,acción,5
1364,funcionan,5
1365,inseguridad,5
1366,ausencia,5
1367,pandemia?,5
1368,económicos,5
1369,esto.,5
1370,violan,5
1371,desabasto,5
1372,mensajes,5
1373,opinión,5
1374,propósito,5
1375,curan,5
1376,tendrá,5
1377,exactamente,5
1378,reducir,5
1379,vuelo,5
1380,permite,5
1381,comisión,5
1382,obligatoria,5
1383,pies,5
1384,incremento,5
1385,viendo,5
1386,confirma,5
1387,desarrollo,5
1388,residencias,5
1389,venden,5
1390,terminado,5
1391,jajajaja,5
1392,sentí,5
1393,noticia,5
1394,avance,5
1395,contacto,5
1396,amor,5
1397,clínicas,5
1398,seguramente,5
1399,incidencia,5
1400,económica,5
1401,aprobado,5
1402,resto,5
1403,continuar,5
1404,psicológico,5
1405,puro,5
1406,minsal,5
1407,presente,5
1408,parásitos,5
1409,sociedad,5
1410,señora,5
1411,@estoyavisando,5
1412,agenda,5
1413,básico,5
1414,tratamento,5
1415,ideal,5
1416,tomas,5
1417,costo,5
1418,vecinos,5
1419,peste,5
1420,tratamiento?,5
1421,rébsamen,5
1422,alguno,5
1423,riesgo.,5
1424,@dr_paulinovigil,5
1425,dra.,5
1426,queria,5
1427,primeras,5
1428,infección.,5
1429,población?,5
1430,usuarios,5
1431,https://t.co/gampfuvtxp,5
1432,pandemia:,5
1433,sabías,5
1434,hospitalizaciones,5
1435,avances,5
1436,tuberculosis,5
1437,triple,5
1438,mismo.,5
1439,símica,5
1440,pidió,5
1441,carlos,5
1442,(anvisa),5
1443,utilizado,5
1444,#covid-19,5
1445,recomendaciones,5
1446,cuándo,5
1447,serie,5
1448,atrás,5
1449,diaria,5
1450,mandó,5
1451,precisamente,5
1452,decisión.,5
1453,político,5
1454,organización,5
1455,pais,5
1456,duras,5
1457,@carlosvecino4,5
1458,partir,5
1459,ivermectina),5
1460,....,5
1461,lunes,5
1462,farsa,5
1463,inyección,5
1464,@gplandemiun,5
1465,pareja,5
1466,salida,5
1467,saludos,5
1468,gracias.,5
1469,sitio,5
1470,conocer,5
1471,quiso,5
1472,prescripción,5
1473,colapso,5
1474,pagando,5
1475,@luisabinader,5
1476,mercado,5
1477,transmisión,5
1478,jóvenes,5
1479,momentos,5
1480,chicas,5
1481,hice,5
1482,@pasajero101,5
1483,cerebral,5
1484,@sanidadgob,5
1485,supongo,5
1486,#ivermectin,5
1487,informal,5
1488,2019,5
1489,sars-cov-2.,5
1490,bebés,5
1491,aprendido,5
1492,crea,5
1493,leves,5
1494,adulto,5
1495,fiebre.,5
1496,hará,5
1497,covid!,5
1498,produce,5
1499,rojo,5
1500,diversos,5
1501,tipos,5
1502,grande,5
1503,vuelve,5
1504,parecía,5
1505,reduce,5
1506,juan,5
1507,internacionales,5
1508,continua,5
1509,relación,5
1510,covid:,5
1511,falsa,5
1512,capacidad,5
1513,sufrir,5
1514,martes,5
1515,pasaporte,5
1516,mandar,5
1517,asesino,5
1518,moría,5
1519,llegado,5
1520,demostrado,5
1521,campañas,5
1522,país.,5
1523,demanda,5
1524,adicción,5
1525,así.,5
1526,resistencia,5
1527,viven,5
1528,vayan,5
1529,escasez,5
1530,reportes,5
1531,salvado,5
1532,hubieran,5
1533,estupidez,5
1534,consentimiento,5
1535,cura?,5
1536,anti,5
1537,vacunaron,5
1538,financió,5
1539,veía,5
1540,ganas,5
1541,acaba,5
1542,ando,5
1543,claramente,5
1544,tomar?,5
1545,habia,5
1546,pequeña,5
1547,querer,5
1548,génico,5
1549,sustento,5
1550,responsabilidad,5
1551,esperanza,5
1552,situaciones,5
1553,aqui,5
1554,inhibir,5
1555,local,5
1556,cosa.,5
1557,policía,5
1558,creer,5
1559,muta,5
1560,cafecito,5
1561,ésta,5
1562,serán,5
1563,también.,5
1564,meterse,5
1565,mínimo,5
1566,dices,5
1567,quedarse,5
1568,defensa,5
1569,llamado,5
1570,recomendaba,5
1571,increíble,5
1572,pésimo,5
1573,urgente,5
1574,cuestión,5
1575,ácido,5
1576,gota,5
1577,antibiótico,5
1578,asesina,5
1579,bastante,5
1580,crees,5
1581,números,5
1582,#depaís,5
1583,permiten,5
1584,compartir,5
1585,daba,5
1586,@chialfelix,5
1587,recetaban,5
1588,empezar,5
1589,corticoides,5
1590,internacional,5
1591,solicitar,5
1592,daban,5
1593,supone,5
1594,síntoma,5
1595,hacía,5
1596,especial,5
1597,tomaba,5
1598,#tipsdeprevención,5
