,word,count
238,repórtelo,12
239,miedo,12
240,primero,12
241,comunes,12
242,hice,12
243,peor,12
244,¿cuáles,12
245,cuidamos,12
246,plazo,11
247,vacunarse,11
248,hacen,11
249,cuanto,11
250,llegó,11
251,inmunidad,11
252,común,11
253,varias,11
254,número,11
255,cosa,11
256,puedo,11
257,vacunados,11
258,varios,11
259,infecciones,11
260,afecta,11
261,ando,11
262,ansiedad,11
263,nuestros,11
264,operativos,11
265,desarrollar,11
266,contagio.,11
267,quien,11
268,personas.,11
269,alza,11
270,duran,11
271,enfermos,11
272,aglomeraciones,11
273,favor,11
274,@ministeriosalud,11
275,positivo.,11
276,alto,11
277,final,11
278,exámenes,11
279,tos.,11
280,#coronavirus,11
281,persistente.,11
282,'perro,11
283,infierno',11
284,pasa,11
285,probable,11
286,nuevas,11
287,nada.,11
288,llevo,11
289,normal,11
290,será,11
291,medicamentos,11
292,cuánto,11
293,juntos,11
294,sincitial,11
295,evita,10
296,conozco,10
297,salir,10
298,contagiados,10
299,martes,10
300,dieron,10
301,inicio,10
302,mascarilla.,10
303,hacerse,10
304,centro,10
305,omicron,10
306,respirar,10
307,¿qué,10
308,grave,10
309,podrían,10
310,región.,10
311,días.,10
312,familia,10
313,parte,10
314,tengan,10
315,pandemia.,10
316,mala,10
317,gripe.,10
318,pfizer,10
319,mientras,10
320,hijo,10
321,posteriores,10
322,alguien,10
323,algún,10
324,'pesadilla':,10
325,méxico,10
326,malestar,10
327,signos,10
328,secuelas,10
329,viendo,10
330,911;,10
331,#tlaxcala,10
332,haya,10
333,toma,10
334,sería,10
335,mental,10
336,estás,10
337,@amapolamg,10
338,infierno,10
339,jueves,10
340,correcto,10
341,compatibles,10
342,cuarentena,10
343,muchas,10
344,utilizar,10
345,busquets,10
346,intensidad,10
347,venganza,10
348,fantasmas.,10
349,espera,9
350,recuperación,9
351,lunes,9
352,concierto,9
353,dijeron,9
354,general,9
355,siento,9
356,sentir,9
357,covid19,9
358,dios,9
359,sean,9
360,hola,9
361,ministerio,9
362,alta,9
363,usando,9
364,porcentaje,9
365,confirmados,9
366,urgencias,9
367,nuevo,9
368,“perro,9
369,miércoles,9
370,fuertes,9
371,bebé,9
372,recomienda,9
373,tampoco,9
374,suerte,9
375,sale,9
376,#covid_19.,9
377,pasó,9
378,cansancio.,9
379,hombre,9
380,diarrea,9
381,sars,9
382,viral,9
383,duele,9
384,notificar,9
385,recomendamos,9
386,opción,9
387,gratuitos,9
388,empecé,9
389,cuidándonos,9
390,ganaremos,9
391,"batalla""",9
392,#heroesdelasalud,9
393,sanitarias,9
394,"""perro",9
395,importancia,9
396,coronavirus.,9
397,infierno:,9
398,falta,8
399,sábado,8
400,menor,8
401,resultados,8
402,pasar,8
403,sienten,8
404,baja,8
405,embargo,8
406,algunas,8
407,posibles,8
408,llegar,8
409,temporada,8
410,puntos,8
411,detección,8
412,incluso,8
413,único,8
414,misma,8
415,nota,8
416,puso,8
417,trabajo,8
418,todavía,8
419,previene,8
420,insólitos,8
421,explicación,8
422,cuales,8
423,graves.,8
424,#influenza,8
425,ingresa,8
426,epidemia,8
427,mundo,8
428,anual,8
429,bivalente,8
430,hazte,8
431,hemos,8
432,viruela,8
433,conocida,8
434,transmite,8
435,pasé,8
436,2019,8
437,deja,8
438,muertes,8
439,estrés,8
440,mejorar,8
441,covid...,8
442,leve,8
443,cercano,8
444,negativo.,8
445,genera,8
446,mandaron,8
447,llamado,8
448,ayudas,8
449,alturas,8
450,posible.,8
451,cuatro,8
452,personal,8
453,quizás,8
454,sistema,8
455,vacunada,8
456,eres,8
457,estaban,8
458,propagación,8
459,quiero,8
460,ventilación,8
461,recuerde,8
462,info,8
463,habituales,8
464,gusto.,8
465,trata,8
466,ninguno,8
467,casa.,8
468,medida,8
469,efecto,8
470,realidad,8
471,tras,8
472,diferentes,8
473,hija,8
474,tratamientos,8
475,balance,8
476,recuperados,8
477,colectivo,8
478,resfrío,8
479,saben,8
480,posible,8
481,2021,8
482,catarro,8
483,experimentan,8
484,decimos,8
485,efectiva,8
486,actuales,8
487,"infierno""",8
488,lesión,8
489,realmente,8
490,@salud_ec,8
491,@maitemuga,8
492,bajado,8
493,sanitarios.,8
494,regresar,7
495,brote,7
496,madre,7
497,salió,7
498,fecha,7
499,sirve,7
500,carga,7
501,evidencia,7
502,podrías,7
503,mujeres,7
504,difícil,7
505,tenia,7
506,noche,7
507,emergencia,7
508,aumento,7
509,entonces,7
510,resultado,7
511,años.,7
512,sorpresas,7
513,suceden,7
514,grupo,7
515,dias,7
516,automediques!,7
517,mantén,7
518,momento.,7
519,volver,7
520,prolongado,7
521,llega,7
522,testearte,7
523,vacunando,7
524,habían,7
525,@gorka_orive,7
526,amigos,7
527,vigilancia,7
528,consecuencias,7
529,síntomas...,7
530,cierto,7
531,nuestra,7
532,dentro,7
533,obligatorio,7
534,presentes,7
535,realizarse,7
536,2020,7
537,😷¡si,7
538,correctamente,7
539,tapabocas!,7
540,#noscuidamosdelasira,7
541,depresivos,7
542,últimos,7
543,protege,7
544,justo,7
545,navidad,7
546,ayudar,7
547,provincia,7
548,hicieron,7
549,pasando,7
550,#covidpersistente,7
551,peores,7
552,vamos,7
553,sola,7
554,estará,7
555,encuentran:,7
556,termina!,7
557,'pesadilla',7
558,cognitivos,7
559,tarde,7
560,enfermo,7
561,náuseas,7
562,dando,7
563,vacuna.,7
564,control,7
565,pesar,7
566,dije,7
567,anticuerpos,7
568,malo,7
569,invitamos,7
570,#tamizajecomunitario,7
571,datos,7
572,🔸transporte,7
573,🔸aglomeraciones,7
574,🔸presentando,7
575,🔸pertenecientes,7
576,noviembre.,7
577,mira,7
578,larga,7
579,hacerlo,7
580,muscular,7
581,gestionar,7
582,transmisión,7
583,alguna,7
584,haces,7
585,recibir,7
586,persistente:,7
587,masakazu,6
588,antígenos,6
589,estan,6
590,negativa,6
591,medicina,6
592,paracetamol,6
593,sentí,6
594,mínimo,6
595,día.,6
596,asintomáticos,6
597,ello,6
598,haga,6
599,necesario,6
600,reducir,6
601,estuve,6
602,muriendo,6
603,diferencias,6
604,causa,6
605,puse,6
606,paso,6
607,identifica,6
608,#escudodelasalud,6
609,encima,6
610,investigadores,6
611,guardar,6
612,año.,6
613,tratar,6
614,contagiadas,6
615,disminuir,6
616,siguientes,6
617,símica,6
618,pocos,6
619,padres,6
620,pequeños,6
621,cambio,6
622,hablar,6
623,higiene,6
624,diario,6
625,conocidos,6
626,#virus,6
627,causas,6
628,presentado,6
629,reportados,6
630,hilo,6
631,puesto,6
632,ocasionar,6
633,puertas,6
634,jóvenes,6
635,completa,6
636,sabes,6
637,encuentran,6
638,debido,6
639,cepa,6
640,segunda,6
641,pequeño,6
642,asociados,6
643,adolescentes,6
644,raro,6
645,aire,6
646,sabemos,6
647,@omneco,6
648,debería,6
649,tose,6
650,asintomática,6
651,✅fiebre.,6
652,#nacionales,6
653,niño,6
654,cepas,6
655,pareja,6
656,empiezan,6
657,salí,6
658,seguro,6
659,problema,6
660,trabajar,6
661,rápida,6
662,idea,6
663,siquiera,6
664,identificar,6
665,tuvieron,6
666,pueda,6
667,ayuda,6
668,hagan,6
669,recordar,6
670,examen,6
671,riesgo.,6
672,aparece,6
673,aprendimos,6
674,línea,6
675,síntoma,6
676,realizar,6
677,#secretaríadeprensa,6
678,#antofagasta,6
679,moderados,6
680,laboratorio,6
681,ómicron?,6
682,puto,6
683,¿que,6
684,#cubasalvavidas,6
685,#cubacoopera,6
686,octubre,6
687,inflamación,6
688,razón,6
689,vacunados.,6
690,cual,6
691,tapabocas,6
692,hizo,6
693,digo,6
694,prolongan,6
695,desarrollan,6
696,@isabelita123f,6
697,próximo,6
698,quiere,6
699,cuál,6
700,@lapetiisaa,6
701,contagia,6
702,mundial,6
703,estadounidenses,6
704,reportaron,6
705,salvadoreña,6
706,explicar,6
707,dengue,6
708,@franalabi.,6
709,problemas.,5
710,disminuye,5
711,100%,5
712,pcr.,5
713,llamar,5
714,pasada,5
715,vayan,5
716,distintos,5
717,(como,5
718,ojos,5
719,hago,5
720,registran,5
721,actualmente,5
722,diciendo,5
723,acuerdo,5
724,infectarse,5
725,usted,5
726,objetivo,5
727,agosto,5
728,descarte,5
729,lima,5
730,compartimos,5
731,respiratorios.,5
732,@juank23_7,5
733,mareos,5
734,ausencia,5
735,faringitis,5
736,etc.,5
737,tercera,5
738,última,5
739,dosis.,5
740,sentido,5
741,bronquiolitis,5
742,bq.1,5
743,presencia,5
744,pasados,5
745,espacios,5
746,✅para,5
747,🤔recuerda,5
748,9:00,5
749,(según,5
750,pese,5
751,parecer,5
752,poder,5
753,estuvo,5
754,tomando,5
755,aprendido,5
756,poner,5
757,guerrero,5
758,duda,5
759,cuida,5
760,infierno.,5
761,alerta,5
762,detectado,5
763,curso,5
764,musculares,5
765,vuelven,5
766,vida.,5
767,murió,5
768,quienes,5
769,lavado,5
770,controles,5
771,trastornos,5
772,produce,5
773,médico.,5
774,expertos,5
775,bajo,5
776,sufren,5
777,partir,5
778,seguimos,5
779,haciendo,5
780,lugar,5
781,habla,5
782,guía,5
783,@gobiernodechile,5
784,solamente,5
785,ñuble,5
786,laboratorio.,5
787,pesquisados,5
788,residencia,5
789,alergia,5
790,continuar,5
791,911.,5
792,municipal,5
793,síntomas!,5
794,esté,5
795,pecho,5
796,contagiando,5
797,china,5
798,creer,5
799,vitamina,5
800,guardia,5
801,cerrados,5
802,historia,5
803,nariz,5
804,usen,5
805,públicos,5
806,anda,5
807,sabe,5
808,factores,5
809,realizando,5
810,influenza.,5
811,pensar,5
812,tenías,5
813,provoca,5
814,aumentada,5
815,muerte,5
816,mascarillas.,5
817,sigo,5
818,contamos,5
819,contagiosa,5
820,esquema,5
821,pensé,5
822,familiar,5
823,necesito,5
824,estudios,5
825,pregunta,5
826,seca,5
827,autores,5
828,exposición,5
829,hubiera,5
830,@catalina303162,5
831,efectivamente,5
832,cuento,5
833,leve.,5
834,indicar,5
835,frecuentes,5
836,persistentes,5
837,piel,5
838,chile,5
839,esas,5
840,vulnerables,5
841,bien.,5
842,cantidad,5
843,esperar,5
844,contener,5
845,cáncer,5
846,burgosconecta,5
847,calle,5
848,público,5
849,mantener,5
850,preventivas,5
851,ojalá,5
852,disponibilidad,5
853,primeras,5
854,explanada,5
855,contraen,5
856,recuperan.,5
857,recuperarse,5
858,apoyo.,5
859,¡sabemos,5
860,cuidémonos!,5
861,miles,5
862,@clinaliciaare,5
863,aislarse,5
864,dedos,5
865,infierno”,5
866,minsa,5
867,presenten,5
868,sanitaria,5
869,cuidado,5
870,apenas,5
871,escalofríos,5
872,entiendo,5
873,mocos,5
874,@soy_502,5
875,resulta,5
876,infección.,5
877,quedarse,5
878,esguince,5
879,escuela,5
880,recibas,5
881,buen,5
882,coágulos,5
883,gayá,5
884,sientes,5
885,subvariantes,5
886,equipo,5
887,amiga,5
888,francisco,5
889,alabi,5
890,“estamos,5
891,"mascarilla""",5
892,#entv,5
893,afección,4
894,agradece,4
895,apoyo,4
896,avanza,4
897,@mardeneptuno,4
898,parecidos,4
899,recomendaciones,4
900,saliendo,4
901,andan,4
902,quieren,4
903,ellas,4
904,nuevamente,4
905,factor,4
906,perdí,4
907,ahorita,4
908,fiebre.,4
909,domicilio.,4
910,incremento,4
911,padece,4
912,pulmonar,4
913,pusieron,4
914,esto.,4
915,covid-19?,4
916,daño,4
917,confirmado,4
918,jajaja,4
919,último,4
920,individuos,4
921,aplicar,4
922,muestra,4
923,ayudan,4
924,hospitalizaciones,4
925,informó,4
926,diciembre,4
927,infierno”:,4
928,cerrados.,4
929,calendario).,4
930,#yomevacuno,4
931,catarrales,4
932,todo.,4
933,padecer,4
934,utiliza,4
935,indica,4
936,cercana.,4
937,#perrodelinfierno,4
938,vacunaron,4
939,responsable,4
940,peor.,4
941,hubo,4
942,relacionado,4
943,esperando,4
944,bajemos,4
945,ella,4
946,siguiente,4
947,tests,4
948,secundarios,4
949,doctora,4
950,doctor,4
951,españa,4
952,estornudos,4
953,células,4
954,informados,4
955,patologías,4
956,corto,4
957,relacionados,4
958,cuadros,4
959,reposo,4
960,detalles,4
961,realizarte,4
962,exacto,4
963,neumonía,4
964,médicas,4
965,cadena,4
966,ponerse,4
967,entender,4
968,tengas,4
969,noticia,4
970,niñas,4
971,ansiedad.,4
972,disponible,4
973,#bronquiolitis,4
974,amigo,4
975,despues,4
976,activos.,4
977,hijos,4
978,grandes,4
979,prolongado:,4
980,diferencia,4
981,capaz,4
982,meten,4
983,salieron,4
984,mamá,4
985,laboral,4
986,covid!,4
987,son:,4
988,considera,4
989,prolongados,4
990,protocolo,4
991,resultó,4
992,más.,4
993,ambos,4
994,cubrebocas.,4
995,bioseguridad,4
996,síndrome,4
997,poca,4
998,falso,4
999,revisa,4
1000,principio,4
1001,existen,4
1002,jefe,4
1003,@urregu,4
1004,¡sal,4
1005,duda!,4
1006,operativo,4
1007,terreno,4
1008,podrán,4
1009,testearse,4
1010,neurológicos,4
1011,familiares,4
1012,visto,4
1013,vigila,4
1014,emocionales,4
1015,habéis,4
1016,sentía,4
1017,hermana,4
1018,completo,4
1019,vacunarte,4
1020,zona,4
1021,muertos,4
1022,comienza,4
1023,probablemente,4
1024,bronquitis,4
1025,respeto,4
1026,descartar,4
1027,mejores,4
1028,aparte,4
1029,tosiendo,4
1030,latente,4
1031,detectó,4
1032,realicen,4
1033,continúan,4
1034,afecciones,4
1035,estómago,4
1036,adversos,4
1037,comparación,4
1038,cuentan,4
1039,cola,4
1040,estén,4
1041,riesgos,4
1042,toca,4
1043,normas,4
1044,durmiendo,4
1045,condición,4
1046,dra.,4
1047,crónica,4
1048,duraron,4
1049,@natho47,4
1050,@biobio,4
1051,terribles,4
1052,afonía,4
1053,@drdark_angel,4
1054,sitios,4
1055,noviembre:,4
1056,región,4
1057,ñuble:,4
1058,nacional,4
1059,sintomáticos,4
1060,mecánica,4
1061,camas,4
1062,críticas,4
1063,hacerme,4
1064,cifras,4
1065,@doctormacias,4
1066,#adondevayasencuentrastuvacuna,4
1067,indicamos,4
1068,biológicos,4
1069,sede,4
1070,ambulatoria,4
1071,postergar,4
1072,recuperes.,4
1073,#vacunacovid19,4
1074,#yomevacunocontraelcovid19,4
1075,quieres,4
1076,ocurre,4
1077,móvil,4
1078,#seguimoscuidándonos,4
1079,manden,4
1080,monitorea,4
1081,contagió,4
1082,cita,4
1083,sintomas:,4
1084,tomaron,4
1085,@terra_cremada,4
1086,pulmones,4
1087,pies,4
1088,julio,4
1089,manifestaciones,4
1090,dejen,4
1091,dejan,4
1092,#sarscov2,4
1093,perder,4
1094,infecciosa,4
1095,horrible,4
1096,creen,4
1097,poquito,4
1098,buenas,4
1099,tardes,4
1100,hisopados,4
1101,domingo,4
1102,hospitalización,4
1103,cuidarse,4
1104,minsal,4
1105,oficinas,4
1106,interiores,4
1107,bastante,4
1108,¿por,4
1109,deberían,4
1110,dejar,4
1111,depende,4
1112,agotamiento,4
1113,resto,4
1114,pide,4
1115,porq,4
1116,john,4
1117,kerry,4
1118,negativos,4
1119,niña,4
1120,razones,4
1121,vez.,4
1122,detectan,4
1123,matar,4
1124,pronta,4
1125,contagie,4
1126,anteriores,4
1127,cuidar,4
1128,seungmin,4
1129,@kellyportalati2,4
1130,segura,4
1131,recuperan,4
1132,@nytimes,4
1133,twitter,4
1134,reporta,4
1135,conocen,4
1136,selección,4
1137,sintomas.,4
1138,recuperar,4
1139,complicación,4
1140,nivel,4
1141,brotes,4
1142,certificado,4
1143,se padece,4
1144,responsabilidad,4
1145,york,4
1146,#elsalvador,4
1147,hubei,4
1148,cosas,4
1149,menores,4
1150,"intensos""",4
1151,persisten,4
1152,adquirida,4
1153,actor,3
1154,morita,3
1155,diagnosticado,3
1156,recuperando.,3
1157,#森田成一,3
1158,"síntomas""",3
1159,@gattaca2titan,3
1160,puta,3
1161,aqui,3
1162,evidentes,3
1163,antibióticos,3
1164,protección,3
1165,reinfección,3
1166,grave.,3
1167,natural.,3
1168,sensación,3
1169,ganas,3
1170,amanecí,3
1171,....,3
1172,incidencia,3
1173,iniciar,3
1174,quería,3
1175,simplemente,3
1176,evitaba,3
1177,acaba,3
1178,experiencia,3
1179,horario,3
1180,causar,3
1181,habrá,3
1182,seguirá,3
1183,excepto,3
1184,tome,3
1185,mes.,3
1186,tomé,3
1187,debo,3
1188,cuesta,3
1189,clarín,3
1190,científicos,3
1191,carajo,3
1192,reciente,3
1193,principios,3
1194,sufriendo,3
1195,económica,3
1196,exclusivos,3
1197,bq.1.1,3
1198,contagios.,3
1199,precaución,3
1200,@fishyfish666,3
1201,reinfecciones,3
1202,manifiesten,3
1203,distanciamiento,3
1204,perdido,3
1205,colegios,3
1206,tercer,3
1207,impide,3
1208,vírica,3
1209,ayuda.,3
1210,covid-19;,3
1211,vídeo,3
1212,gratuita,3
1213,decirle,3
1214,sarampión:,3
1215,activan,3
1216,barridos,3
1217,jajajaja,3
1218,tocó,3
1219,permisos,3
1220,manifiestan.,3
1221,sangre,3
1222,taquicardia,3
1223,calidad,3
1224,causante,3
1225,aumentando,3
1226,@josluam1,3
1227,quizá,3
1228,alemania,3
1229,aparición,3
1230,lista,3
1231,cara,3
1232,frecuente,3
1233,atención.,3
1234,peligroso,3
1235,repuntan,3
1236,consultas,3
1237,cumplir,3
1238,domiciliario,3
1239,impedir,3
1240,dispersión,3
1241,partidos,3
1242,#oratorteam,3
1243,como:,3
1244,limpieza,3
1245,estornudar,3
1246,contagiada,3
1247,farmacias,3
1248,dejaron,3
1249,ambas,3
1250,área,3
1251,explica,3
1252,hombres,3
1253,manos.,3
1254,precauciones,3
1255,@ccarballo50,3
1256,@ximenaguilera,3
1257,@ccuadradon,3
1258,#saludmental,3
1259,tema,3
1260,@deusvul94229466,3
1261,ponte,3
1262,cliente,3
1263,queda,3
1264,falleció,3
1265,nuevos.,3
1266,infectadas,3
1267,contrarrestar,3
1268,reconocen,3
1269,diferenciar,3
1270,tranquila,3
1271,podemos,3
1272,oxígeno,3
1273,afectan,3
1274,muerto,3
1275,😷📈al,3
1276,sector,3
1277,defunciones,3
1278,tlaxcala😷📈,3
1279,*exhorta,3
1280,repórtalo,3
1281,@ssalud_mx,3
1282,única,3
1283,gratuitas.,3
1284,parque,3
1285,salvador,3
1286,quédate,3
1287,refiero,3
1288,contrario,3
1289,perdida,3
1290,comunidad.,3
1291,fatal,3
1292,serio,3
1293,permiso,3
1294,necesidad,3
1295,repetir,3
1296,posibilidad,3
1297,nuestras,3
1298,pasos,3
1299,físico,3
1300,guardia.,3
1301,especial,3
1302,bajar,3
1303,protégete,3
1304,@digesaludfanb,3
1305,nuevo.,3
1306,mensaje,3
1307,covid),3
1308,argentina,3
1309,ataque,3
1310,corazón,3
1311,consulte,3
1312,#centinelarenca,3
1313,gratuita.,3
1314,#rencaenalerta,3
1315,llegué,3
1316,dormir,3
1317,memoria,3
1318,incluyen,3
1319,cambios,3
1320,@minsapma,3
1321,#gripe,3
1322,medicación,3
1323,condiciones,3
1324,inicialmente,3
1325,europa,3
1326,compañeros,3
1327,provocar,3
1328,supuestamente,3
1329,combatir,3
1330,vaya,3
1331,@daandina,3
1332,ciento,3
1333,pasadas.,3
1334,bunny,3
1335,vacunadas,3
1336,mueres,3
1337,descuiden,3
1338,natural,3
1339,sufrir,3
1340,aquellos,3
1341,ende,3
1342,experimentaron,3
1343,países,3
1344,cosa.,3
1345,bicho,3
1346,pucha,3
1347,doctores,3
1348,pidió,3
1349,cuántos,3
1350,amor,3
1351,presentaron,3
1352,adulto,3
1353,venir,3
1354,totalmente,3
1355,cov-2,3
1356,biopsias,3
1357,asintomáticos.,3
1358,señalan:,3
1359,tejido,3
1360,linfoide,3
1361,reservorio,3
1362,rato,3
1363,específicos,3
1364,estuvieron,3
1365,andar,3
1366,experimentando,3
1367,salen,3
1368,viven,3
1369,preocupación,3
1370,recomendable,3
1371,igual.,3
1372,@karkaytan,3
1373,@covidrespuestas,3
1374,volvió,3
1375,nosotras,3
1376,nosotros,3
1377,plan,3
1378,real,3
1379,disposición,3
1380,secreción,3
1381,experimentado,3
1382,eventos,3
1383,conclusión,3
1384,@essaludperu,3
1385,bajas,3
1386,defensas,3
1387,cuidados,3
1388,contagiosas,3
1389,hacer.,3
1390,dura,3
1391,lengua,3
1392,supongo,3
1393,sincicial,3
1394,garganta.,3
1395,cifra,3
1396,cuadro,3
1397,concurridos,3
1398,@carolinadarias,3
1399,sabía,3
1400,cuídense,3
1401,virtual,3
1402,encuentra,3
1403,anterior,3
1404,prevalencia,3
1405,hospitalizados.,3
1406,medicos,3
1407,@educacion_ec,3
1408,buenos,3
1409,señores,3
1410,urgente,3
1411,terrible,3
1412,sublinaje,3
1413,infectado,3
1414,similar,3
1415,@sanidadgob,3
1416,llevar,3
1417,bautizada,3
1418,gracias!,3
1419,todos.,3
1420,tanta,3
1421,invita,3
1422,llegan,3
1423,@dprantofagasta,3
1424,resultados.,3
1425,desaparecer,3
1426,¿cuántos,3
1427,protegerme?,3
1428,"prevención"".#cubaporlasalud",3
1429,diariamente,3
1430,"prevención"".",3
1431,"""cuidándonos",3
1432,"demás""",3
1433,#cubaporlasalud,3
1434,curiosamente,3
1435,cabeza.,3
1436,preocupa,3
1437,mal.,3
1438,&lt;3,3
1439,meses),3
1440,cancer,3
1441,persistente?,3
1442,cuídate,3
1443,"""nueva",3
1444,@olimpia_epiro,3
1445,tambien,3
1446,pena,3
1447,alteraciones,3
1448,ánimo,3
1449,obligatoria,3
1450,ibuprofeno,3
1451,@alfwarrior,3
1452,ejercicio,3
1453,"covid""",3
1454,jamás,3
1455,potencial,3
1456,probabilidades,3
1457,cuenta.,3
1458,vizcarra,3
1459,dicho,3
1460,pueblo,3
1461,señora,3
1462,evidente,3
1463,promedio,3
1464,inmunodeficiencia,3
1465,laboratorios,3
1466,enfermedades.,3
1467,hosp,3
1468,severos,3
1469,visitas,3
1470,confirmaron,3
1471,pasaron,3
1472,miembros,3
1473,mundo.,3
1474,🤣🤣🤣🤣,3
1475,reforzar,3
1476,chiriquí.,3
1477,pesadilla,3
1478,fase,3
1479,típicos,3
1480,diagnosticar,3
1481,especialmente,3
1482,smith,3
1483,100%.,3
1484,primavera,3
1485,aseguran,3
1486,ciudad,3
1487,afectados,3
1488,últimas,3
1489,encontrar,3
1490,corresponde,3
1491,quinto,3
1492,emergencias,3
1493,realizan,3
1494,tuvimos,3
1495,vista,3
1496,pienso,3
1497,síndromes,3
1498,segundo,3
1499,ofrece,3
1500,dónde,3
1501,trae,3
1502,gente.,3
1503,altamente,3
1504,presentación,3
1505,horas.,3
1506,ocular,3
1507,hablando,3
1508,@vinkajackson,3
1509,@gabrielboric,3
1510,exactamente,3
1511,así.,3
1512,investigaciones,3
1513,recientes,3
1514,hacía,3
1515,salido,3
1516,eso.,3
1517,rabia,3
1518,enero,3
1519,fiestas,3
1520,portavoz,3
1521,básicamente,3
1522,estados,3
1523,confinamiento,3
1524,explican,3
1525,tuviera,3
1526,murieron,3
1527,inflamatorio,3
1528,diagnóstico.,3
1529,teleoperadores,3
1530,abierta,3
1531,infectados,3
1532,maneras,3
1533,función,3
1534,sociedad,3
1535,descansar,3
1536,comunicado,3
1537,detectada,3
1538,sexo,3
1539,aliviar,3
1540,hospitalización.,3
1541,niveles,3
1542,vómitos,3
1543,apunta,3
1544,informaron,3
1545,escuchado,3
1546,realizó,3
1547,programa,3
1548,comprar,3
1549,crisis,3
1550,@hectorrossete,3
1551,cama,3
1552,feliz,3
1553,molecular,3
1554,cuerpo.,3
1555,weon,3
1556,know,3
1557,acaso,3
1558,malestar.,3
1559,leeknow,3
1560,¡hazte,3
1561,acércate,3
1562,plena,3
1563,¿tienes,3
1564,#covid19?,3
1565,lleva,3
1566,zika.,3
1567,desarrolla,3
1568,inusuales.,3
1569,sospechas,3
