,id,tweet,entidad,dominio
17,1595433605634760704,Entre la rinofaringitis del bebé y la semana del parvulo de mi hijo mayor  un par de audiencias  teletrabajo  aseo en la casa voy a quedar 😵‍💫 necesito dormir 3 días seguidos pero aun así no los cambio mis coquitos 🧸 Pd. Menos mal no cocino sino 🪦 🧟‍♀️,COVID-19,Unified Twitter Taxonomy
18,1595433605186158598,En pandemia tronco E' vacile https://t.co/uWzsZQSDDW,COVID-19,Unified Twitter Taxonomy
19,1595433603009232898,Diosss  ¿Qué es esto? Primero  Argentinaaaa y ahora  Alemania.¿Qué nos hizo la pandemia? 🥲😵‍💫,COVID-19,Unified Twitter Taxonomy
20,1595433598869508096,Mis fotos de embarazada fueron una vaina loca  no hice las típicas fotos con la corona de flores o la elegante  yo le metí humor porque francamente no tenía ángulo  y tenía que reírme de mi.,COVID-19,Unified Twitter Taxonomy
21,1595433595388190721,@CNNEE 🚨CHINA AHORA🚨 Ciudad de Zhengzhou Foxconn: ¡Los trabajadores de la fábrica de iPhone están derribando las carpas para las pruebas de COVID https://t.co/H5hKnIyZqi,COVID-19: Latest news updates from around the world,Events [Entity Service]
22,1595433590636044289,Evaluación de los cambios en las visitas y en la prescripción de antibióticos durante el programa de seguridad para mejorar el uso de antibióticos y la pandemia de covid-19 de la Agency for Healthcare Research and Quality https://t.co/Q7vTqhx11p,COVID-19,Unified Twitter Taxonomy
23,1595433576648032256,El ejército de batas blancas cubano  altruistas y humanistas; en la primera línea de combate contra la #COVID19.  #HéroesDeLaSalud  @cubacolabora @cubacooperaven @leon_raulito @Plana07897890 @YoelLandy2 #CubaPorLaPaz  #CubaPorLaSalud #Cuba #CubaPorlaVida  #NoMasBloqueo https://t.co/FyNDL2zFqZ,COVID-19,Unified Twitter Taxonomy
24,1595433573829513219,máscara rosa😁,COVID-19,Unified Twitter Taxonomy
25,1595433573028347910,@Inconforme75 Tratamientos crónicos y vacunación recurrente = 💰,COVID-19,Unified Twitter Taxonomy
26,1595433569798725635,Melaza en mis pulmones no es COVID!!,COVID-19,Unified Twitter Taxonomy
27,1595433564665180160,Anvisa libera uso emergencial de vacinas bivalentes contra covid https://t.co/FkI4POBTX5,COVID-19,Unified Twitter Taxonomy
28,1595433557710835714,🗞 Venezuela registró 47 nuevos casos de covid-19 en las últimas 24 horas Este martes se detectaron 15 casos comunitarios y 32 importados de covid-19 #covidlongue https://t.co/Px7cuQkHj0,COVID-19,Unified Twitter Taxonomy
29,1595433548747780099,@tocuyito_gdp Los hombres y mujeres de Guardia del Pueblo continúan con la lucha frontal contra el COVID19 #dgptocuyito,COVID-19,Unified Twitter Taxonomy
30,1595433548403671041,@AlertaNews24 Contexto? Una máscara de gas o que?,COVID-19,Unified Twitter Taxonomy
31,1595433548344967168,@PrometeoRP Increíble que la gente sigue pidiendo a gritos que le quiten más y más libertad y hablen de papers y opiniones de figuras de autoridad para justificarlo después de la pandemia.  Al final terminaremos sin efectivo y CBDC por estos idiotas que se creen intelectuales.,COVID-19,Unified Twitter Taxonomy
32,1595433532763021313,Mañana voy a CDMX a ver a HarryS  un viaje planeado desde el 2019  toda una pandemia. Lit.,COVID-19,Unified Twitter Taxonomy
33,1595433532561801216,Sube el precio de tapabocas en las calles de #Valledupar  El mismo que hace unos días estaba a $300 ahora lo consiguen en $800. ¿Qué habrá pasado? hay más demanda.,COVID-19,Unified Twitter Taxonomy
34,1595433531181875202,@PrezMarijose Porque nadie curra  el 80% está teletrabajando. Teletrabajo: poner lavadora  ir al gimnasio  dar un paseo con el perro  salir a ver escaparates  ir a la piscina  llevar al niño al parque....,Fitness,Unified Twitter Taxonomy
35,1595433529449619462,@mardeneptuno A mi me pasó hace tres semanas  exactamente igual  las pruebas de COVID negatives :( no me dijeron si era influenza  solo una pinché infección horrible. Me dieron antibiótico y mucha loratadina  mi mami y mi suegra me dieron te de jengibre y cáscara de naranja me ayudó,COVID-19,Unified Twitter Taxonomy
36,1595433527419756544,Sigo sin creer que luego de haber estado rodeada de miles de personas en el concierto del Benisss no me haya dado covid ni un mínimo resfrío,COVID-19,Unified Twitter Taxonomy
37,1595433524110188544,Wow televisa lavándole el cerebro a los alemanes que deberían conocer a Chuy corona jajaja https://t.co/h6wNf8Dfnt,Events,Unified Twitter Taxonomy
38,1595433522906423301,"@jonhye7 Al comienzo fueron ""ejemplo"" con la política de 0 covid  porque era incontrolable  como así se vio en Wuhan  Italia  España  etc.  Ahora simplemente es cabezonería reaccionaria asiática. Vacuna a tu puta población y déjales tranquilos.",COVID-19: Latest news updates from around the world,Events [Entity Service]
39,1595433520016621571,#Mundo  #Salud   Solo 2 mujeres se contagian de la #ViruelaDelMono en #Guatemala  y los hombres suman 170  Nota completa 👇👇 https://t.co/Vt0vHh92gN  #Noticias #Nacionales #Pandemia https://t.co/5VpZbRdJGG,COVID-19,Unified Twitter Taxonomy
40,1595433516442984450,@silmagdala Tierno con los niños? Es usted idiota  y los niños que han muerto por falta de medicamentos? Y a los que ha besado con una actitud soez? Y los huerfanos por el pésimo manejo de pandemia  muy tierno   mas bien asqueroso,COVID-19,Unified Twitter Taxonomy
41,1595433500492304384,En esta casa ya se está preparando la corona de Adviento y se están poniendo villancicos de lo mismo https://t.co/J0nmMu6yv7,COVID-19,Unified Twitter Taxonomy
42,1595433494724988929,Covid-19: 219 nuevos casos y más de 6 85 millones de personas recibieron tres dosis de vacuna https://t.co/NHRhWqvZD6,COVID-19,Unified Twitter Taxonomy
43,1595433492032241665,Noooo puede ser en unas horas tengo el concierto de Harry y resulta que hay muchos contagiados de covid después del corona 😩😩😩 https://t.co/RVnPFaXWZB,COVID-19,Unified Twitter Taxonomy
44,1595433478132322310,Todos negacionistas https://t.co/ow2aI20PI3,COVID-19,Unified Twitter Taxonomy
45,1595433473707282436,@fergarci456a No sé si es sarcasmo por lo de “embozalada” jajaja pero sí traía mi cubrebocas aunque obviamente me lo bajaba para comer y beber así que algo debí haber pescado  Es temporada de influenza  covid y el frío en general es factor de riesgo  imposible salvarse de todo estando afuera,COVID-19,Unified Twitter Taxonomy
46,1595433471127822340,@Sootsito_ @Bragi_Gunlod @DonDevaluacion @Patysanchez84 @JaroCeleste @elestacionador @Freejolav @Adri__twi @IngeTrajeado @AlonsoZavala @novelo_elior Anselma pues  otra epidemia en puerta una cabrita y un murciélago nada bueno va a salir de ahí,COVID-19,Unified Twitter Taxonomy
47,1595433445253070850,El evento  organizado por el @congresoperu  y @chsalternativo  abordó la situación de la explotación sexual infantil en tiempo de pandemia. Planteándose los principales retos que se afrontan para erradicarla. https://t.co/yg6utNjG70,COVID-19,Unified Twitter Taxonomy
48,1595433434977079298,Las mejores adaptaciones de DC siempre han sido en animación.  Batman/Superman TAS  The New Batman Adventures  Batman Beyond  Justice League  Justice League Unlimited  La Máscara del Fantasma  Young Justice...  Sabéis cuántas están disponibles en HBO Max Españita? Exacto: 0 https://t.co/J9t8hnP3Sp,Batman,Unified Twitter Taxonomy
49,1595433422532616195,@titopuccettic Cretinos. Por eso el primer mundo como ellos se denominan  no existe. Gente llena de ideologías basura. Habla de derechos pero te obligan a ponerte una vacuna experimental. Hablan de derechos  pero meten a travestis en bolas a las escuelas para que “enseñen” sexualidad a niños.,COVID-19,Unified Twitter Taxonomy
50,1595433421676974080,Hacer club👇 👏👏👏👏👏⚪🔴 https://t.co/wnbVi5pPYz,COVID-19,Unified Twitter Taxonomy
51,1595433419282026498,3/6 Según informó el CEM del @Mineduc  entre 2021 y 2022 más de 50mil estudiantes desertaron del sistema educativo  lo que representa un aumento del 24% respecto al 2019 (previo a la pandemia). Estas cifras son una tragedia para los proyectos de vida y el futuro de nuestros niños,COVID-19,Unified Twitter Taxonomy
52,1595433412663382016,@RobertoGallardo Don Roberto  ese argumento no es válido porque en la administración pasada también hubo pérdidas por vacunas vencidas. De hecho  la gente (caza vacunas) andaba por todo el país buscando la vacuna y se las negaban y después salía la noticia de desecho por vencimiento.,COVID-19,Unified Twitter Taxonomy
53,1595433407537991681,La publicación de los contratos #Covid_19 no viola los derechos fundamentales. El Tribunal de Cundinamarca lo ha ratificado. https://t.co/4qqcztZ03A,COVID-19,Unified Twitter Taxonomy
54,1595433402802528258,@chiqui_avalos Pero si la vacuna fueron inutules y seguimos con un contrato con un laboratorio por vacunas que no sirvio ni de prevenir ni para salvar...,COVID-19,Unified Twitter Taxonomy
55,1595433400235483138,Ya pero la influenza nos dejó en el piso 😔 toi peor que con el covid,COVID-19,Unified Twitter Taxonomy
56,1595433398478278656,@cadavezmask Con Macri ahorré los 4 años  toneladas de trabajo  mí mujer y mis hijas viajaron en avión por primera vez y más barato que en mícro  me fui los 4 años 15 días de vacaciones  la cuarentena la pasé gracias a esos ahorros  nunca estuve tan mal como ahora  cállate la boca por favor,COVID-19,Unified Twitter Taxonomy
57,1595433384033017858,¿Puedo ejercitarme como antes si he tenido Covid-19? https://t.co/XoafD7TRtW,COVID-19,Unified Twitter Taxonomy
58,1595433383588421636,@ClaudeLuca_ @pauloap Vacinas de COVID?????,COVID-19,Unified Twitter Taxonomy
59,1595433378634866689,@Pontifex_es Hombre…es Ud. el vicario de la FIFA que ofrece una corona corruptible..o Vicario de Nuestro Señor Jesucristo que promete una corona incorruptible..(1Co 9 25)..!?,Pope Francis,Person
60,1595433342731620353,‼️😡PERDÍ EL INVICTO. Venia Perfecto sin haber tenido ni un resfrío durante la PANDEMIA  y el Domingo pasado mi hija menor cometió la irresponsabilidad de concurrír a una juntada familiar sin decir que tenía bronquitis y la ligue yo. !! Cuídense es horrible me duele todo 😡‼️,COVID-19,Unified Twitter Taxonomy
61,1595433340298878977,@UrielDuranR1 es para comprar mas vacunas y te metan otras 3...,COVID-19,Unified Twitter Taxonomy
62,1595433337132384256,Ya  después que han subido los contagios  me pondré la cuarta dosis 🥲🥲 https://t.co/IUO6QumO8X,COVID-19,Unified Twitter Taxonomy
63,1595433322821619712,@rgomezjunco Jajaja fue lo que dejó la pandemia la confianza excesiva en el deporte,COVID-19,Unified Twitter Taxonomy
64,1595433319843651584,@lagocecilia Pienso exactamente lo mismo  yo atiendo público y sigo con mascarilla pero me pasa que en el metro la  gente tose sin siquiera taparse la boca ....tal como dices no aprendimos nada  la pandemia paso como un camión sobre nosotros y seguimos sin darle importancia,COVID-19,Unified Twitter Taxonomy
65,1595433319088369664,hasta el momento todo bien pero mi amigue me confirma que ya se está sintiendo mal😭 https://t.co/42lFhBVilt,COVID-19,Unified Twitter Taxonomy
66,1595433303536177154,La región se abraza y agradece reencontrarse de manera presencial en el Advertising Week Latam 2022 (@AWLATAM_)  tras dos años de pandemia. Nuevos formatos  tecnologías  plataformas y mucho más...  Ver especial #AWLATAM: https://t.co/jSGtVDwkmB https://t.co/M66QfnCyzy,COVID-19,Unified Twitter Taxonomy
67,1595433303393193984,Según el más reciente informe epidemiológico publicado por el ECDC  el número de casos fue significativamente menor que en años anteriores  algo que puede atribuirse a la pandemia de COVID-19. https://t.co/3lowi8sqqc,COVID-19,Unified Twitter Taxonomy
68,1595433297345380352,@gonzalo57951573 @DSeyven @Totus1981 @pablom_m El riesgo es estar cerca de una persona contagiada  (esté o no vacunada)  Aquí tienes a vacunados que se transmitían el virus de unos a otros  mientras que a gente NO vacunada  les prohibían acceder a bares o restaurantes. https://t.co/Uo688jZvlF,COVID-19,Unified Twitter Taxonomy
69,1595433297026469890,@euribem Los niños no tienen covid  tienen bronquiolitis.,COVID-19,Unified Twitter Taxonomy
70,1595433289325625344,Hermoso Ford k que ya esta ahorrando!!! WHSP 1159090304! 💳 Todos los medios de pago PROMOS NOVIEMBRE  #gnc #ahorro #nafta #messi #caba  #combustible #sustentable #cuidados #covid19 #vacuna #aumentos #aumento #aumentonafta  #dolar #mundial #qatar2022 #lacopadelmundo https://t.co/kyV61Poh8t,Events,Unified Twitter Taxonomy
71,1595433278437064704,@BleyMijail @CCRadovic2012 Hay países que tienen distintas políticas y restricciones en este planeta. pero yo siempre cuando comento en cualquier tema  es en general o mayoría. En muchos países ya no se vacuna por obligación.,COVID-19,Unified Twitter Taxonomy
72,1595433268312154122,pueden creer que la mejor canción de cant be tamed es la que menos streams tiene!!!! desde antes del covid ya no tenían gusto ustedes https://t.co/f4EaSyxpPj,COVID-19,Unified Twitter Taxonomy
73,1595433266764746758,Las residencias valencianas  contra las restricciones por el covid https://t.co/fsvhd9gCeO,COVID-19,Unified Twitter Taxonomy
74,1595433264021372929,https://t.co/V2ODrwiSCM #Covid no estamos demasiado tranquilos en el pais ?? casi 100 mil casos en brasil aca que onda hay testeos hacen algo o solo firmar un papel aca estamos llenos de brasileños que viene por el cambio barato.@ministeriosalud #ministeriodesalud,COVID-19,Unified Twitter Taxonomy
75,1595433238498902017,#PREVENCIÓN😷| Combate a la COVID-19 con la mejor combinación: la mascarilla y las vacunas.   Sé consciente y ¡Cuídate! 🦠  #FelizCumpleañosPdteMaduro https://t.co/ladLpHkKJH,COVID-19,Unified Twitter Taxonomy
76,1595433238452920321,Hoy en #CaraACara 👥  🗣️ Comienzan diálogos por movilidad de Av. López Mateos 💉 @saludjalisco arranca campaña de vacunación contra el #VPH  💰🎄 #Inflación sube precio de cena de #Navidad  https://t.co/93ceSDitfu,COVID-19,Unified Twitter Taxonomy
77,1595433238314508290,#CDMX | 💉 La Sedesa arrancó jornada de vacunación en niñas menores entre 13 y 14 años contra el Virus de Papiloma Humano 🦠  https://t.co/lB0sOnzeWp,COVID-19,Unified Twitter Taxonomy
78,1595433238289272833,👉La hostelería y el ocio nocturno en #LaRioja reciben 17 6 M€ por los daños de la pandemia  🎧 #AUDIO | El TSJR ha dado la razón a @lariojaorg por las restricciones para contener el avance del #COVID19 en el verano de 2020 @empresa_rioja   https://t.co/XgMBYFN4YV,COVID-19,Unified Twitter Taxonomy
79,1595433234527145987,Ojalá el covid nos haga el favor... https://t.co/cMKu4ugMeh,COVID-19,Unified Twitter Taxonomy
80,1595433230886486020,Me informan que hubo personas que se enfermaron después del Corona Capital  recupérense pronto 🙏,COVID-19: Latest news updates from around the world,Events [Entity Service]
81,1595433224489955328,2) Que lo diga @WMLeoGrande no es sorpresa  teniendo en cuenta su relación cercana al lobby pro-régimen. Pero ninguna salida para Cuba debe excluir al exilio y la aglomeración urbana de Miami es la ciudad del mundo que + cubanos tiene después de La Habana.,Miami,Cities
82,1595433220434440192,Se acuerdan cuando hacíamos fila 8 horas por una vacuna? 🥹,COVID-19,Unified Twitter Taxonomy
83,1595433214914400256,Qué es la “lengua negra” y otros cuatro síntomas inusuales de COVID-19 https://t.co/AcenQZXeyt,COVID-19,Unified Twitter Taxonomy
84,1595433207448715265,[conversatorio]  Luego de sucesos como el estallido social y el Covid 19  uno de los escenario + impactados fue el mundo educativo. Les invitamos a reflexionar sobre la crísis y nuevos formatos en la educación. https://t.co/9TAIIsiwni,COVID-19,Unified Twitter Taxonomy
85,1595433207209594881,Vi una que decía  corona capital  la imagen era un Homero Sinso tomando cerveza jajajajajajajaj??? https://t.co/tWrVbO7xfm,Beer,Product Taxonomy
86,1595433205867462657,⚠️ #DatoImportante  identifica los productos de #Pinabete provenientes de plantaciones autorizadas  👇  ●Marchamo fondo negro identifica a los subproductos de pinabete autorizados (guirnalda y corona).  ●Marchamo blanco identifica a los árboles de pinabete autorizados. https://t.co/BCbYmAbUta,COVID-19,Unified Twitter Taxonomy
87,1595433204483235849,‼️Muy importante‼️  La emergencia sanitaria sólo existe en la ley vigente pero avala un acceso a datos de la ciudadanía que debe terminar YA. https://t.co/xBxLcCRntX,COVID-19,Unified Twitter Taxonomy
88,1595433198724448258,@fernanda041696 Corona lo atajo ps,COVID-19,Unified Twitter Taxonomy
89,1595433193263480833,@Elesky25 Papel higiénico! Qué luego llega una pandemia y no hay dios que encuentre esto en ningún lado.,COVID-19,Unified Twitter Taxonomy
90,1595433184241782784,@nocontextfooty Mclovin despues del covid,COVID-19,Unified Twitter Taxonomy
91,1595433180521078784,2/6 De los países de la OCDE  Chile fue el que mantuvo más tiempo sus colegios cerrados en pandemia (259 días lectivos en 2020 y 2021) y el único que superó los 250 días de cierre. Esto provocó un aumento de ausentismo y deserción escolar que profundizó la brecha de aprendizaje.,COVID-19,Unified Twitter Taxonomy
92,1595433179711766528,@Develop_2 @TheObjective_es Caso Aval Madrid  prescrito porque con la incesante persecución a Ayuso no han podido probar nada. Del asunto mascarillas nada ha prescrito todavía  pero tampoco habéis podido probar nada.,COVID-19,Unified Twitter Taxonomy
93,1595433165727866882,X2 También falta el novio jajaja https://t.co/EVYl6flrwc,COVID-19,Unified Twitter Taxonomy
94,1595433155900502017,@IdiazAyuso Y quitar las mascarillas obligatorias también saturaba señora Presidente,COVID-19,Unified Twitter Taxonomy
95,1595433135671476226,@ierrejon Peor es que la jefe de la oposición que es médico utilice la información privilegiada de saber que venía una epidemia de bronquiolitis para instigar a los pediatras  hacer huelga cuando más daño podía hacer a... no  a Ayuso no  a los bebés. Que fuerte  traidor,Spain political figures,Unified Twitter Taxonomy
96,1595433133075271682,Casos confirmados de COVID  disminuyen 11% en los últimos 7 días https://t.co/jPOJrpqDrH,COVID-19,Unified Twitter Taxonomy
97,1595433127706599428,che hace 1 semana tengo covid y es cada vez peor 😭,COVID-19,Unified Twitter Taxonomy
98,1595433122547499009,Pero dice la señorita Harvard que debemos aspirar a China. 🤣 Ridícula. https://t.co/vlSpYaQmVB,Harvard University,Brand
99,1595433117044670465,@sergiobarbosach @ELTIEMPO Esa señora lo q tiene es un problema de ego muy grande  por q en realidad no ha hecho nada por la salud  todavía estamos esperando las vacunas contra la viruela del mono y ella pensando en desbaratar lo q funciona.,COVID-19,Unified Twitter Taxonomy
100,1595433114842664962,Seguía devastada del Corona pero estas fotos me regresaron a la vidaaaa!!! OMG 😱😍 https://t.co/09cCu4aLYN,RM,Unified Twitter Taxonomy
101,1595433114808950787,Actualización de la situación nacional de COVID-19 en #Chile para el día #23Noviembre Estos datos corresponden a las cifras oficiales reportadas por el @ministeriosalud Hoy se confirmaron 5.490 casos nuevos de #COVID19 en Chile con una positividad del 14 79%  #seguimoscuidándonos https://t.co/FWVyHqoFXj,COVID-19,Unified Twitter Taxonomy
102,1595433108144377861,@Dr_Nck @JcpBuenosaires @odonnellmaria @aleberco @FlorHalfon @Sietecase @delfinatece @ertenembaum @ferosoriano @gabyspepe @mabiuso @Tintalimon Yo propongo unos 15 días de cuarentena  se viene el verano y puede explotar el covid! Eso y barbijos !!(con el sello del CONICET) obligatorios para todos!! Perdón  para todxs,COVID-19,Unified Twitter Taxonomy
103,1595433092465975297,Es verdad  recuerdo cuando ibas a. La escuela muy feliz y te enterabas que ese día aplicarían flúor o peor vacuna!  Nadie te preguntaba!!! Solo te la ponían.,COVID-19,Unified Twitter Taxonomy
104,1595433092205920264,Creo que mi poder de manifestación de regresar bien del Corona Festival  que mis boletos no estuvieran duplicados  y que no me robaran fue un éxito. Todo me salió muy bien  y como plus regresé sin un resfrío de nada.,COVID-19,Unified Twitter Taxonomy
105,1595433091996205059,@RCamachoVzla Por eso el COVID no fue tan arrecho en Venezuela  estamos inmunizados jajaja jajaja,COVID-19,Unified Twitter Taxonomy
106,1595433079102877697,mi novia q fue al concierto de harry ahorita: https://t.co/TZJiYkIXL4,COVID-19,Unified Twitter Taxonomy
107,1595433077077057539,Las empresas tienen que pagarte los gastos en el teletrabajo sin excepción: lo avala la Audiencia Nacional https://t.co/TflO4uizqt https://t.co/Y9hfQoegjI,COVID-19,Unified Twitter Taxonomy
108,1595433066738106369,En Empatiza te ofrecemos soluciones de #teletrabajo con #tecnologías para acceso remoto y herramientas de colaboración y comunicación  manteniendo siempre la máxima seguridad. Contáctanos para evaluar tu situación y necesidades 👌👇 https://t.co/XyrWok9ldi,COVID-19,Unified Twitter Taxonomy
109,1595433052653617155,@andresrsal @ituerahipster Ya solo lleva mascarilla la gente en vuelos nacionales o en Iberia. En el resto de vuelos mi experiencia es que no la lleva nadie  ni siquiera los asistentes de vuelo.,COVID-19,Unified Twitter Taxonomy
110,1595433045682786304,Tripidemia: influenza  virus sincital respiratorio (VSR) y Covid-19. En algunos casos los síntomas son muy parecidos; por eso es mejor acudir al médico. Conoce los síntomas 👇 https://t.co/QDDT7EndsB,COVID-19: Latest news updates from around the world,Events [Entity Service]
111,1595433025713627137,@MontoyaRenne Por cierto. ¿Cuál desinterés? A mí hasta la puerta me tocaron para vacunarme. Ahí andan en campaña de vacunación. En el gobierno anterior tuve que ir a Guápiles dos veces.,COVID-19,Unified Twitter Taxonomy
112,1595433020982722560,A la comunidad emo que asistió el viernes al Corona  ya les cayó el veinte de a devis que ya vieron a My Chemical Romance ??? Porque a mí nO,Pop Punk,Unified Twitter Taxonomy
113,1595433017312702465,Indica Marrero no bajar la guardia ante la Covid-19 y el dengue #MiUniversidadEsMiPaís #IzquierdaUnida #SomosContinuidad @LogVanguardia https://t.co/SCHoAWwJgu,COVID-19,Unified Twitter Taxonomy
114,1595433014351257600,📌El viceministro de Poblaciones Vulnerables  Mario Ríos  participó en el Foro: La voz de las niñas  niños y adolescentes “Relatos de pandemia y la urgencia de filtros parentales ante el riesgo de explotación sexual y otros delitos contra la dignidad humana” https://t.co/vVSBy7S85S,COVID-19,Unified Twitter Taxonomy
115,1595432997486055424,podemos hablar de lo agobiante que es llevar los cascos  chaqueta gorda  mascarilla y la mochila encima? me agobia más esto que ir a clase,COVID-19,Unified Twitter Taxonomy
116,1595432993719476225,Esto  del Hosp. LOAYZA  es muy grave. Y el MINSA como ESSALUD  están Politizados  con ineptos e incapaces al mando. CASTILLO si no cambia a las cabezas de estás DOS ENTIDADES  se convertirá en otro GENOCIDA  cómo el LAGARTO.  El COVID 19  está vigente Sres https://t.co/tOu3z71E0l https://t.co/mPHb8XCkfQ,COVID-19: Latest news updates from around the world,Events [Entity Service]
117,1595432992889081856,🟢AMAZONAS Amazonas recebe 89 6 mil doses de vacina contra covid-19 #Covid #Vacinação #saúde #Amazonas #RegiãoNorte #Pandemia  https://t.co/jC1C8f5tL8,COVID-19,Unified Twitter Taxonomy
118,1595432983338655748,Revisión de prensa 🧐🗞 ➡️Hoy el #DiarioAustral destacó avance en proceso de Vacunación Anual Bivalente contra #COVID_19 en #LaAraucanía  📍Los grupos objetivos son: ✅ Personal de Salud ✅ Personas inmunosuprimidas ✅ Personas de 60 años o más ✅ Pacientes crónicos 12 a 59 años https://t.co/V3PFSjbrid,COVID-19,Unified Twitter Taxonomy
119,1595432981212139520,@paralisisdezzz @Teraflops @patriciov @Carlos_Bruce El aforo también es un problema cuando están todoa apretados  sin poder moverte y más post pandemia!!!!,COVID-19,Unified Twitter Taxonomy
120,1595432970713985024,Esta era la noticia que quería leer (irónicamente) 😒 https://t.co/OFa5d6tyAP,COVID-19,Unified Twitter Taxonomy
121,1595432960769015808,¿Continuaremos con la misma política de fronteras? Si no se quieren límites físicos ¿cuál es la propuesta? En pandemia se crearon más de 160 pasos irregulares  de acuerdo al Gobernador de Arica. Según Subsecretaría del Interior  sólo en 2021 el Tren ingresó a 3.600 inmigrantes. https://t.co/sWzAJT1uOz,COVID-19,Unified Twitter Taxonomy
122,1595432958848114689,Un puntito contra España y que Alemania y la Corona no se saquen ventajas  y Japón gana el torneo del Eje,COVID-19: Latest news updates from around the world,Events [Entity Service]
123,1595432955194777602,Esta es la subvariante de Ómicron que predomina en Brasil👇https://t.co/ttbpZWKIcA,COVID-19,Unified Twitter Taxonomy
124,1595432954519592962,@EmelRojasC Qué tal que Petro hubiera manejado la pandemia  los muertos serían muchos miles  ya vemos como está manejando los estragos del invierno  no se ha dado cuenta,COVID-19,Unified Twitter Taxonomy
125,1595432940070088704,"@fenavulgaris @LaBeepy Ahi se entiende xq tanta gente se sintió feliz en trabajo remoto x pandemia. No es por ""comodidad"" en su casa  es liberarse de la incomodidad EN la pega.",COVID-19,Unified Twitter Taxonomy
126,1595432939705311233,Compré sin querer mascarillas infantiles y me quedan mejor que las de adulto,COVID-19,Unified Twitter Taxonomy
127,1595432933292220419,Efectivcamente es así. Pero @CarolinaDarias  y su sequito se lo han dejado a huevo. Se lo merecen. https://t.co/KhW3F53aWS,COVID-19,Unified Twitter Taxonomy
128,1595432925885091842,Ayer Argentina Hoy Alemania Que nos vacuna Costa Rica ni cotiza. Mañana metedle dinero a Corea del Sur,COVID-19,Unified Twitter Taxonomy
129,1595432918020759552,El clasismo hace más daño que los piojos. https://t.co/ZTiRR6NVZh,Events,Unified Twitter Taxonomy
